reward
15.0
23.0
17.0
22.0
23.0
18.0
21.0
31.0
12.0
14.0
20.0
20.0
17.0
23.0
13.0
27.0
38.0
52.0
13.0
23.0
20.0
15.0
18.0
32.0
41.0
11.0
16.0
29.0
12.0
60.0
27.0
18.0
32.0
27.0
27.0
22.0
13.0
19.0
13.0
26.0
14.0
17.0
17.0
47.0
18.0
11.0
50.0
22.0
13.0
29.0
12.0
12.0
17.0
9.0
32.0
15.0
33.0
18.0
17.0
16.0
17.0
24.0
24.0
33.0
13.0
22.0
12.0
11.0
10.0
14.0
17.0
25.0
14.0
12.0
42.0
15.0
16.0
14.0
44.0
41.0
39.0
9.0
22.0
19.0
38.0
14.0
77.0
61.0
16.0
45.0
15.0
31.0
55.0
27.0
22.0
28.0
25.0
23.0
10.0
33.0
13.0
30.0
10.0
12.0
17.0
34.0
51.0
71.0
13.0
21.0
37.0
18.0
19.0
13.0
12.0
14.0
37.0
20.0
26.0
10.0
27.0
13.0
20.0
23.0
10.0
17.0
21.0
30.0
34.0
25.0
71.0
15.0
17.0
13.0
20.0
12.0
21.0
12.0
9.0
10.0
26.0
35.0
31.0
16.0
11.0
22.0
20.0
26.0
21.0
14.0
19.0
22.0
15.0
22.0
13.0
17.0
14.0
26.0
13.0
13.0
63.0
14.0
27.0
15.0
11.0
35.0
17.0
12.0
12.0
27.0
12.0
24.0
18.0
34.0
19.0
15.0
13.0
21.0
31.0
19.0
25.0
40.0
16.0
24.0
36.0
12.0
31.0
10.0
52.0
33.0
20.0
32.0
24.0
14.0
23.0
15.0
9.0
11.0
21.0
21.0
10.0
22.0
30.0
15.0
27.0
22.0
14.0
48.0
24.0
14.0
14.0
12.0
10.0
31.0
12.0
19.0
11.0
12.0
31.0
15.0
18.0
27.0
9.0
23.0
17.0
35.0
13.0
12.0
16.0
17.0
16.0
13.0
27.0
22.0
23.0
21.0
24.0
10.0
29.0
15.0
14.0
26.0
12.0
19.0
15.0
31.0
16.0
20.0
12.0
10.0
10.0
28.0
29.0
19.0
27.0
14.0
14.0
17.0
14.0
13.0
13.0
51.0
18.0
17.0
18.0
48.0
14.0
12.0
